115017019,859479034,11501700,65,,,BLUE JAY,WAY,,REXFORD,NY,12148,12148-1333
115032034,518013010,11503210,6,,,CASTLEGATE,,,BALLSTON LAKE,NY,12019,12019-1583
120074017,114881110,12007410,25,,,WINKEL,WAY,,BALLSTON LAKE,NY,12019,12019-9109
123112023,425173517,12311210,11,,,SADDLEBROOK,DR,,CLIFTON PARK,NY,12065,12065-6794
128810104,12881010,12881000,603,,,MACELROY,RD,,BALLSTON LAKE,NY,12019,12019-2200
129011105,12901110,12901100,62,,,WALNUT,DR,,CLIFTON PARK,NY,12065,12065-7427
129012120,654551132,12901200,23,,,ACORN,AVE,,CLIFTON PARK,NY,12065,12065-5117
129013109,12901310,12901300,2,,,WILLARD,DR,,CLIFTON PARK,NY,12065,12065-6731
129014115,962278030,12901400,73,,,OLD COACH,RD,,CLIFTON PARK,NY,12065,12065-7629
129016100,12901610,12901600,7,,,PRINCESS PINE,DR,,CLIFTON PARK,NY,12065,12065-6610
129017170,244625632,12901700,63,,,BRENDEN,CT,,CLIFTON PARK,NY,12065,12065-7635
129039032,644881310,12903910,20,,,RUSTIC BRIDGE,RD,,REXFORD,NY,12148,12148-1101
129162018,543551413,12916200,7,,,GOLDFIELD,LN,,REXFORD,NY,12148,12148-1525
129169044,660286754,12916900,17,,,BIRCH HILL,RD,,BALLSTON LAKE,NY,12019,12019-1557
133013019,984509110,13301300,1,,,EAGLES,GLN,,CLIFTON PARK,NY,12065,12065-8706
136433200,113128110,13643300,1073,,,BALLSTON LAKE,RD,,BALLSTON LAKE,NY,12019,12019-2329
138010009,775524210,13801000,12,,,WAYTO,RD,,BALLSTON LAKE,NY,12019,12019-2305
138041004,499970308,13804100,656,,,WAITE,RD,,CLIFTON PARK,NY,12065,12065-1506
133807119,701007810,13380700,32,,,BEECHWOOD,DR,,CLIFTON PARK,NY,12065,12065-4827
133808116,605381510,13380800,2,,W,TERRACE,CT,,BALLSTON LAKE,NY,12019,12019-1331
133810250,70902110,13381000,6,,,GARDEN,DR,,CLIFTON PARK,NY,12065,12065-4015
133811104,13381110,13381100,246,,,RIVERVIEW,RD,,REXFORD,NY,12148,12148-1649
133812110,318701642,13381200,13,,,REED,LN,,CLIFTON PARK,NY,12065,12065-1807
133813297,448913704,13381300,703,,,LONDON SQUARE,DR,,CLIFTON PARK,NY,12065,12065-3750
133814123,772121110,13381400,27,,,HOLLANDALE,LN,,CLIFTON PARK,NY,12065,12065-5267
133815120,994363110,13381500,5,,,LACOSTA,DR,,CLIFTON PARK,NY,12065,12065-1219
133818103,13381810,13381800,54,,,SONAT,RD,,CLIFTON PARK,NY,12065,12065-4008
133820112,983896342,13382000,77,,,ROBINWOOD,DR,,CLIFTON PARK,NY,12065,12065-2735
133821100,13382110,13382100,8,,,REDFIELD,PARK,,CLIFTON PARK,NY,12065,12065-1672
134010101,13401010,13401000,3,,,CONNECTICUT,CT,,REXFORD,NY,12148,12148-1349
139111069,113247810,13911100,22,,,WISHING WELL,LN,,REXFORD,NY,12148,12148-1454
135062010,836901710,13506200,23,,,PARTRIDGE,GLN,,REXFORD,NY,12148,12148-1343
143016013,489378211,14301600,5,,,DANBURY,CT,,CLIFTON PARK,NY,12065,12065-8732
143093047,403003324,14309310,3,,,LEONARDO,DR,,CLIFTON PARK,NY,12065,12065-2040
143104036,74866320,14310400,6,,,CANDIWOOD,CT,,CLIFTON PARK,NY,12065,12065-8727
143109022,688761110,14310900,9,,,HIDDEN CREST,CT,,CLIFTON PARK,NY,12065,12065-5925
148809116,48881110,14880900,837,,,GROOMS,RD,,REXFORD,NY,12148,12148-1407
148810100,14881010,14881000,5,,,MOTT,DR,,BURNT HILLS,NY,12027,12027-9550
149011147,711633319,14901100,60,,,WALNUT,DR,,CLIFTON PARK,NY,12065,12065-7427
149012117,578318514,14901200,25,,,ACORN,AVE,,CLIFTON PARK,NY,12065,12065-5117
152397021,47499091,15239710,17,,,VISTA,CT,,CLIFTON PARK,NY,12065,12065-1634
149016115,374315939,14901600,14,,,BRENDEN,CT,,CLIFTON PARK,NY,12065,12065-7628
149018119,727370331,14901800,31,,,THOROUGHBRED,WAY,,CLIFTON PARK,NY,12065,12065-6751
153105036,266274304,15310500,2,,,BURKES,GLN,,CLIFTON PARK,NY,12065,12065-7401
153147025,71514211,15314700,18,,,FOX HOLLOW,CIR,,CLIFTON PARK,NY,12065,12065-7453
155075022,328648839,15507500,16,,,PRIMER,CT,,CLIFTON PARK,NY,12065,12065-4054
153807115,287411600,15380700,34,,,BEECHWOOD,DR,,CLIFTON PARK,NY,12065,12065-4827
